continue_mouse.x,continue_mouse.y,continue_mouse.leftButton,continue_mouse.midButton,continue_mouse.rightButton,continue_mouse.clicked_name,continue_mouse_2.x,continue_mouse_2.y,continue_mouse_2.leftButton,continue_mouse_2.midButton,continue_mouse_2.rightButton,continue_mouse_2.clicked_name,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,select_answer.x,select_answer.y,select_answer.leftButton,select_answer.midButton,select_answer.rightButton,select_answer.clicked_name,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,trial.order,trials,Native tongue*,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,Actual_Experiment.thisRepN,Actual_Experiment.thisTrialN,Actual_Experiment.thisN,Actual_Experiment.thisIndex,Actual_Experiment.ran,Actual_Experiment.order,Pic,mouse_pause.x,mouse_pause.y,mouse_pause.leftButton,mouse_pause.midButton,mouse_pause.rightButton,mouse_pause.clicked_name,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,pause.ran,pause.order
,,,,,,,,,,,,Half,More than half,Many,Most,Few,Some,None,All,Less than half,0.439814835,0.250925922,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,39,1,339,ratio11_10_20_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Most,Few,Many,Half,None,More than half,Less than half,0.048148219,0.274999983,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,131,1,339,ratio15_2_12_14.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Most,More than half,All,Some,Half,Few,Less than half,None,0.363888908,-0.249074085,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,164,1,339,ratio21_4_6_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Most,Half,Some,None,All,Many,More than half,Few,-0.349074066,0.264814811,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,211,1,339,ratio31_9_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Many,Few,All,Half,None,Less than half,Most,More than half,-0.435185178,-0.302777846,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,163,1,339,ratio21_4_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Less than half,Many,None,Most,Half,More than half,Few,Some,-0.028703691,-0.003703711,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,334,1,339,ratio91_18_20_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,All,More than half,Less than half,Many,Half,Few,None,-0.021296227,0.263888885,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,225,1,339,ratio32_6_10_4.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,All,Half,Some,Few,Less than half,More than half,Many,0.47500002,-0.350925939,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,48,1,339,ratioX0_10_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,All,Most,Less than half,Half,Few,Some,Many,0.465740761,0.005555548,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,293,1,339,ratio43_8_14_7.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Half,Less than half,Few,Many,Some,All,Most,0.465740761,0.005555548,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,297,1,339,ratio43_8_14_13.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,More than half,Some,Most,Half,None,Few,Many,0.489814948,0.29259259,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,187,1,339,ratio23_4_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Most,Few,All,Some,Less than half,Many,Half,0.090740755,0.31203702,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,125,1,339,ratio15_1_6_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,Half,More than half,None,Few,Less than half,Many,All,-0.399999993,0.0324074,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,209,1,339,ratio31_9_12_6.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Half,Few,Less than half,Some,Many,None,Most,0.006481551,0.305555553,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,181,1,339,ratio23_2_5_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Some,Few,All,Half,More than half,Less than half,None,Most,-0.406481474,-0.012962971,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,62,1,339,ratio0Y_0_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Less than half,More than half,Few,Half,Some,None,Most,-0.059259247,0.03703703,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,92,1,339,ratio13_4_16_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Most,Less than half,None,Some,Few,All,Half,0.511111132,0.030555549,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,213,1,339,ratio31_12_16_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,More than half,All,Some,Half,Less than half,Most,None,-0.480555521,-0.062962971,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,265,1,339,ratio41_8_10_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,More than half,Half,Many,Less than half,Few,Most,All,Some,-0.435185178,0.226851848,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,329,1,339,ratio91_9_10_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,All,Half,Many,Some,None,Most,Less than half,More than half,0.009259273,0.271296293,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,222,1,339,ratio32_3_5_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,None,More than half,All,Half,Many,Few,Some,-0.389814807,0.259259256,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,299,1,339,ratio43_8_14_17.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Most,More than half,Less than half,Half,None,Some,Few,Many,-0.566666662,-0.034259267,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,155,1,339,ratio19_2_20_13.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Some,Less than half,Most,More than half,All,Many,Half,None,-0.065740728,0.025925919,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,236,1,339,ratio32_12_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Most,Many,All,Half,More than half,Few,Less than half,-0.386111104,-0.007407415,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,0,1,339,ratio12_1_3_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,All,Many,Few,None,Less than half,Half,More than half,Most,-0.009259246,-0.26851853,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,246,1,339,ratio34_3_7_11.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Half,Many,None,Some,Few,More than half,All,-0.402777771,0.212962959,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,104,1,339,ratio14_1_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,More than half,None,Some,All,Half,Most,Less than half,Many,0.001851922,0.300925923,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,134,1,339,ratio15_3_18_5.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Many,More than half,Less than half,All,Few,Some,Most,None,0.052777848,0.305555553,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,9,1,339,ratio12_3_9_5.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,Half,Less than half,Most,Few,None,All,Some,-0.023148135,0.052777771,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,301,1,339,ratio51_5_6_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,More than half,None,Some,Most,Less than half,Many,All,Few,0.03425933,0.251851848,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,93,1,339,ratio13_4_16_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,Few,All,More than half,Some,Half,None,Many,-0.004629616,0.037962956,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,233,1,339,ratio32_9_15_9.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Many,All,Less than half,Few,Half,None,Most,Some,0.460185205,0.303703701,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,255,1,339,ratio34_6_14_10.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,Few,Most,Some,Many,Half,Less than half,All,None,0.460185205,0.303703701,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,281,1,339,ratio43_4_7_4.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Most,More than half,All,Half,Some,Many,None,-0.490740735,0.28796296,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,136,1,339,ratio15_3_18_8.png,0.300000131,-0.4046297,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,136,1,339,ratio15_3_18_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Some,Few,Most,Many,More than half,Half,All,0.002777791,0.2537037,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,108,1,339,ratio14_2_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,None,Few,All,More than half,Some,Half,Most,Many,0.476851872,-0.292592604,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,139,1,339,ratio15_3_18_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,Most,More than half,Less than half,All,None,Half,Many,0.419444464,-0.000925933,1,0,0,QQQ2,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,145,1,339,ratio19_1_10_15.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Most,None,All,Some,More than half,Few,Less than half,Many,-0.358333325,0.262962959,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,153,1,339,ratio19_2_20_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,None,Less than half,All,Half,More than half,Most,Many,Some,0.411111244,0.324074071,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,120,1,339,ratio15_1_6_1.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Many,Half,More than half,Most,Less than half,Few,All,-0.435185178,-7.4558E-09,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,126,1,339,ratio15_2_12_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,Many,Half,None,All,Some,More than half,Most,-0.550925921,-0.306481493,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,269,1,339,ratio41_8_10_6.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Few,None,Some,More than half,Many,Most,Less than half,All,0.491666687,-0.380555569,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,68,1,339,ratio0Y_0_11_3.png,,,,,,,,,,,,
,,,,,,,,,,,,More than half,All,Some,None,Many,Half,Most,Few,Less than half,0.439814835,0.268518515,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,27,1,339,ratio11_5_10_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Half,Less than half,Few,All,More than half,Many,None,Most,-0.371296289,-0.277777789,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,323,1,339,ratio91_9_10_5.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,Less than half,All,More than half,Half,Many,Few,Most,-0.371296289,-0.277777789,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,326,1,339,ratio91_9_10_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,All,Less than half,More than half,Few,None,Some,Most,Half,-0.144444433,-0.293518587,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,76,1,339,ratio0Y_0_17_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Less than half,All,Some,Many,Most,Few,More than half,None,-0.006481468,0.233333329,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,97,1,339,ratio13_5_20_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Less than half,None,Most,Many,All,Half,Few,0.414814834,-0.285185197,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,183,1,339,ratio23_2_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Many,More than half,Less than half,None,Most,All,Some,Half,0.550000134,-0.296296308,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,165,1,339,ratio21_4_6_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,More than half,All,Few,None,Many,Half,Less than half,-0.349999992,0.016666659,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,24,1,339,ratio11_4_8_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,More than half,Half,None,Less than half,Few,Many,Most,All,-0.427777771,-0.335185254,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,57,1,339,ratioX0_18_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Less than half,Some,More than half,Few,None,Most,Half,All,-0.429629595,0.0074074,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,224,1,339,ratio32_3_5_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,Few,Many,None,More than half,Some,Less than half,Half,-0.515740735,0.036111076,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,194,1,339,ratio23_6_15_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Most,Many,None,Half,All,More than half,Few,Less than half,-0.492592587,0.31666665,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,177,1,339,ratio21_12_18_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Some,All,None,Half,Many,Few,More than half,Less than half,-0.523148143,0.053703697,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,179,1,339,ratio21_12_18_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,All,Half,Some,None,More than half,Less than half,Many,Few,-0.432407401,-0.032407415,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,201,1,339,ratio31_3_4_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,More than half,Most,Many,Few,Some,All,None,Half,-0.034259247,0.017592585,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,103,1,339,ratio14_1_5_9.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Most,More than half,Less than half,Half,Many,All,Few,Some,0.033333347,-0.349074143,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,313,1,339,ratio51_15_18_2.png,,,,,,,,,,,,
,,,,,,,,,,,,Some,Few,None,Most,Half,Less than half,More than half,All,Many,-0.44629629,0.310185182,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,230,1,339,ratio32_9_15_1.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,Few,Some,All,Most,Half,More than half,Many,None,-0.044444375,-0.021296304,1,0,0,QQQ5,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,322,1,339,ratio91_9_10_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,All,None,Most,Half,Few,Many,More than half,Some,-0.038888876,-0.284259327,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,148,1,339,ratio19_1_10_19.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Some,More than half,Most,Many,All,Less than half,Few,Half,0.035185199,-0.349074143,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,47,1,339,ratioX0_9_9_4.png,,,,,,,,,,,,
,,,,,,,,,,,,All,None,Many,More than half,Half,Some,Most,Less than half,Few,-0.473148142,-0.35740742,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,83,1,339,ratio13_1_4_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Few,Less than half,None,Half,Most,Some,Many,More than half,All,-0.484259253,0.274999983,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,178,1,339,ratio21_12_18_2.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Half,Most,Some,Less than half,Few,All,Many,More than half,0.472222243,0.299074071,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,66,1,339,ratio0Y_0_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,More than half,Less than half,Some,Few,Many,All,Most,-0.04259258,0.265740723,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,248,1,339,ratio34_3_7_19.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,Some,Less than half,Most,Many,All,Few,More than half,None,-0.428703697,0.337037035,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,310,1,339,ratio51_10_12_12.png,,,,,,,,,,,,
,,,,,,,,,,,,All,Half,Most,Less than half,None,More than half,Some,Few,Many,0.370370389,-0.257407419,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,261,1,339,ratio41_4_5_3.png,0.343518537,-0.438888903,1,0,0,continue_button_pause,1,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,261,1,339,ratio41_4_5_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,None,Many,More than half,Most,All,Few,Some,Less than half,-0.439814808,0.309259256,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,3,1,339,ratio12_2_6_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Half,Less than half,Few,More than half,Some,Many,All,None,-0.077777766,0.295370367,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,149,1,339,ratio19_1_10_20.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Few,Less than half,More than half,None,All,Some,Most,Half,-0.462962957,0.2787037,1,0,0,QQQ7,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,90,1,339,ratio13_3_12_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Less than half,More than half,None,Some,Half,Few,All,Many,Most,-0.021296227,0.331481479,1,0,0,QQQ4,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,91,1,339,ratio13_3_12_10.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Many,All,Some,Half,Less than half,Few,More than half,Most,-0.437962956,-0.009259267,1,0,0,QQQ8,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,283,1,339,ratio43_4_7_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,Half,Less than half,Most,More than half,Few,Some,None,All,0.485185319,0.337962961,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,170,1,339,ratio21_6_9_8.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Less than half,All,Many,Some,Half,None,Few,More than half,-0.607407403,-0.310185197,1,0,0,QQQ9,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,292,1,339,ratio43_8_14_6.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Less than half,Many,Half,Most,Few,All,More than half,Some,-0.078703692,-0.292592604,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,80,1,339,ratio13_1_4_3.png,,,,,,,,,,,,
,,,,,,,,,,,,Half,All,None,Few,Less than half,Many,More than half,Some,Most,-0.013888876,-0.264814826,1,0,0,QQQ6,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,218,1,339,ratio31_15_20_7.png,,,,,,,,,,,,
,,,,,,,,,,,,Many,More than half,Some,Most,None,All,Half,Less than half,Few,0.413888908,0.215740737,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,279,1,339,ratio41_16_20_10.png,,,,,,,,,,,,
,,,,,,,,,,,,Most,Many,Some,Less than half,More than half,Half,None,All,Few,0.542592614,0.38148148,1,0,0,QQQ1,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,325,1,339,ratio91_9_10_8.png,,,,,,,,,,,,
,,,,,,,,,,,,None,Few,Most,Less than half,More than half,All,Some,Many,Half,0.477777798,-0.376851921,1,0,0,QQQ3,,,,,,,,English,5ed148a5177bf6073dddf293,2020-07-02_11h01.47.070,Experiment_English,3.2.4,Win32,60,,,1,0,340,200,1,339,ratio31_3_4_4.png,,,,,,,,,,,,
